"Variable","Response","Count","Percent_of_Valid","Percent_of_Total","N_Valid","N_Missing","Percent_Missing"
"cr.f.2","Yes",91,96.8,92.9,94,4,4.1
"cr.f.2","Missing/NA",4,NA,4.1,94,4,4.1
"cr.a.1","No",1,1.1,1,94,4,4.1
"cr.a.1","Unclear",1,1.1,1,94,4,4.1
"cr.a.1","Yes",92,97.9,93.9,94,4,4.1
"cr.a.1","Missing/NA",4,NA,4.1,94,4,4.1
"cr.a.2","No",4,4.3,4.1,94,4,4.1
"cr.a.2","Unclear",2,2.1,2,94,4,4.1
"cr.a.2","Yes",88,93.6,89.8,94,4,4.1
"cr.a.2","Missing/NA",4,NA,4.1,94,4,4.1
"cr.i.1","No",3,3.3,3.1,92,6,6.1
"cr.i.1","Unclear",3,3.3,3.1,92,6,6.1
"cr.i.1","Yes",86,93.5,87.8,92,6,6.1
"cr.i.1","Missing/NA",6,NA,6.1,92,6,6.1
"cr.i.2","No",9,9.8,9.2,92,6,6.1
"cr.i.2","Unclear",6,6.5,6.1,92,6,6.1
"cr.i.2","Yes",77,83.7,78.6,92,6,6.1
"cr.i.2","Missing/NA",6,NA,6.1,92,6,6.1
"cr.i.3","No",21,22.3,21.4,94,4,4.1
"cr.i.3","Unclear",19,20.2,19.4,94,4,4.1
"cr.i.3","Yes",54,57.4,55.1,94,4,4.1
"cr.i.3","Missing/NA",4,NA,4.1,94,4,4.1
"cr.i.4","No",93,98.9,94.9,94,4,4.1
"cr.i.4","Yes",1,1.1,1,94,4,4.1
"cr.i.4","Missing/NA",4,NA,4.1,94,4,4.1
"cr.r.1","No",9,9.5,9.2,95,3,3.1
"cr.r.1","Unclear",7,7.4,7.1,95,3,3.1
"cr.r.1","Yes",79,83.2,80.6,95,3,3.1
"cr.r.1","Missing/NA",3,NA,3.1,95,3,3.1
"cr.r.2","No",4,4.3,4.1,94,4,4.1
"cr.r.2","Unclear",4,4.3,4.1,94,4,4.1
"cr.r.2","Yes",86,91.5,87.8,94,4,4.1
"cr.r.2","Missing/NA",4,NA,4.1,94,4,4.1
"cr.r.3","No",25,26.6,25.5,94,4,4.1
"cr.r.3","Unclear",56,59.6,57.1,94,4,4.1
"cr.r.3","Yes",13,13.8,13.3,94,4,4.1
"cr.r.3","Missing/NA",4,NA,4.1,94,4,4.1
"cr.r.1.1","Apache 2.0",1,1,1,97,1,1
"cr.r.1.1","CC BY 4.0",61,62.9,62.2,97,1,1
"cr.r.1.1","CC0",3,3.1,3.1,97,1,1
"cr.r.1.1","GNU General Public License v3.0",6,6.2,6.1,97,1,1
"cr.r.1.1","MIT",7,7.2,7.1,97,1,1
"cr.r.1.1","Not Specified",19,19.6,19.4,97,1,1
"cr.r.1.1","Missing/NA",1,NA,1,97,1,1
"dr.1","No",3,3.1,3.1,98,0,0
"dr.1","Partial, some data cannot be accessed",7,7.1,7.1,98,0,0
"dr.1","Yes",88,89.8,89.8,98,0,0
"dr.1.2","Limited by data contract",2,20,2,10,88,89.8
"dr.1.2","No reason was provided",2,20,2,10,88,89.8
"dr.1.2","No reason was provided,Other, please specify",1,10,1,10,88,89.8
"dr.1.2","Other, please specify",3,30,3.1,10,88,89.8
"dr.1.2","Unethical due to privacy concerns",2,20,2,10,88,89.8
"dr.1.2","Missing/NA",88,NA,89.8,10,88,89.8
"dr.2","No",71,72.4,72.4,98,0,0
"dr.2","Yes",27,27.6,27.6,98,0,0
"dr.f.1","No",2,2.1,2,95,3,3.1
"dr.f.1","Unclear",2,2.1,2,95,3,3.1
"dr.f.1","Yes",91,95.8,92.9,95,3,3.1
"dr.f.1","Missing/NA",3,NA,3.1,95,3,3.1
"dr.f.2","No",7,7.4,7.1,95,3,3.1
"dr.f.2","Unclear",2,2.1,2,95,3,3.1
"dr.f.2","Yes",86,90.5,87.8,95,3,3.1
"dr.f.2","Missing/NA",3,NA,3.1,95,3,3.1
"dr.f.3","No",8,29.6,8.2,27,71,72.4
"dr.f.3","Unclear",2,7.4,2,27,71,72.4
"dr.f.3","Yes",17,63,17.3,27,71,72.4
"dr.f.3","Missing/NA",71,NA,72.4,27,71,72.4
"dr.a.1","Unclear",1,3.7,1,27,71,72.4
"dr.a.1","Yes",26,96.3,26.5,27,71,72.4
"dr.a.1","Missing/NA",71,NA,72.4,27,71,72.4
"dr.a.2","No",59,67,60.2,88,10,10.2
"dr.a.2","Unclear",23,26.1,23.5,88,10,10.2
"dr.a.2","Yes",6,6.8,6.1,88,10,10.2
"dr.a.2","Missing/NA",10,NA,10.2,88,10,10.2
"dr.i.1","No",3,11.1,3.1,27,71,72.4
"dr.i.1","Unclear",1,3.7,1,27,71,72.4
"dr.i.1","Yes",23,85.2,23.5,27,71,72.4
"dr.i.1","Missing/NA",71,NA,72.4,27,71,72.4
"dr.i.2","No",7,25.9,7.1,27,71,72.4
"dr.i.2","Unclear",3,11.1,3.1,27,71,72.4
"dr.i.2","Yes",17,63,17.3,27,71,72.4
"dr.i.2","Missing/NA",71,NA,72.4,27,71,72.4
"dr.r.1","No",61,64.2,62.2,95,3,3.1
"dr.r.1","Unclear",20,21.1,20.4,95,3,3.1
"dr.r.1","Yes",14,14.7,14.3,95,3,3.1
"dr.r.1","Missing/NA",3,NA,3.1,95,3,3.1
"dr.r.2","No",8,8.4,8.2,95,3,3.1
"dr.r.2","Unclear",4,4.2,4.1,95,3,3.1
"dr.r.2","Yes",83,87.4,84.7,95,3,3.1
"dr.r.2","Missing/NA",3,NA,3.1,95,3,3.1
"dr.r.3","No",81,85.3,82.7,95,3,3.1
"dr.r.3","Unclear",6,6.3,6.1,95,3,3.1
"dr.r.3","Yes",8,8.4,8.2,95,3,3.1
"dr.r.3","Missing/NA",3,NA,3.1,95,3,3.1
"pre.post","post-policy",98,100,100,98,0,0
"year_after_policy","3",98,100,100,98,0,0
"reproducibility_rating","0",10,10.2,10.2,98,0,0
"reproducibility_rating","1",61,62.2,62.2,98,0,0
"reproducibility_rating","2",5,5.1,5.1,98,0,0
"reproducibility_rating","3",2,2,2,98,0,0
"reproducibility_rating","4",19,19.4,19.4,98,0,0
"reproducibility_rating","5",1,1,1,98,0,0
