"Variable","Response","Count","Percent_of_Valid","Percent_of_Total","N_Valid","N_Missing","Percent_Missing"
"id","319",1,1.2,1.2,80,0,0
"id","320",1,1.2,1.2,80,0,0
"id","321",1,1.2,1.2,80,0,0
"id","322",1,1.2,1.2,80,0,0
"d_filter","Yes",80,100,100,80,0,0
"d_synth","No",4,5,5,80,0,0
"d_synth","Yes",76,95,95,80,0,0
"c_filter","No",2,2.5,2.5,80,0,0
"c_filter","Yes",78,97.5,97.5,80,0,0
"cr.1","No",10,12.8,12.5,78,2,2.5
"cr.1","Partial, some code cannot be accessed",1,1.3,1.2,78,2,2.5
"cr.1","Yes",67,85.9,83.8,78,2,2.5
"cr.1","Missing/NA",2,NA,2.5,78,2,2.5
"cr.1.1","Datadryad.org",1,1.5,1.2,67,13,16.2
"cr.1.1","Figshare",52,77.6,65,67,13,16.2
"cr.1.1","Figshare and GitHub",1,1.5,1.2,67,13,16.2
"cr.1.1","GitHub",8,11.9,10,67,13,16.2
"cr.1.1","GitHub, Figshare",1,1.5,1.2,67,13,16.2
"cr.1.1","ordo.open.ac.uk",1,1.5,1.2,67,13,16.2
"cr.1.1","Zenodo",3,4.5,3.8,67,13,16.2
"cr.1.1","Missing/NA",13,NA,16.2,67,13,16.2
"cr.4","No",9,11.8,11.2,76,4,5
"cr.4","No,Unclear, specify why",1,1.3,1.2,76,4,5
"cr.4","Unclear, specify why",51,67.1,63.7,76,4,5
"cr.4","Yes",14,18.4,17.5,76,4,5
"cr.4","Yes,Unclear, specify why",1,1.3,1.2,76,4,5
"cr.4","Missing/NA",4,NA,5,76,4,5
"cr.f.1","Yes",68,100,85,68,12,15
"cr.f.1","Missing/NA",12,NA,15,68,12,15
"cr.f.2","Yes",68,100,85,68,12,15
"cr.f.2","Missing/NA",12,NA,15,68,12,15
"cr.a.1","Yes",68,100,85,68,12,15
"cr.a.1","Missing/NA",12,NA,15,68,12,15
"cr.a.2","No",1,1.5,1.2,68,12,15
"cr.a.2","Yes",67,98.5,83.8,68,12,15
"cr.a.2","Missing/NA",12,NA,15,68,12,15
"cr.i.1","Unclear",2,3,2.5,67,13,16.2
"cr.i.1","Yes",65,97,81.2,67,13,16.2
"cr.i.1","Missing/NA",13,NA,16.2,67,13,16.2
"cr.i.2","No",13,19.4,16.2,67,13,16.2
"cr.i.2","Unclear",6,9,7.5,67,13,16.2
"cr.i.2","Yes",48,71.6,60,67,13,16.2
"cr.i.2","Missing/NA",13,NA,16.2,67,13,16.2
"cr.i.3","No",37,55.2,46.2,67,13,16.2
"cr.i.3","Unclear",12,17.9,15,67,13,16.2
"cr.i.3","Yes",18,26.9,22.5,67,13,16.2
"cr.i.3","Missing/NA",13,NA,16.2,67,13,16.2
"cr.i.4","No",67,100,83.8,67,13,16.2
"cr.i.4","Missing/NA",13,NA,16.2,67,13,16.2
"cr.r.1","No",5,6.8,6.2,74,6,7.5
"cr.r.1","Unclear",3,4.1,3.8,74,6,7.5
"cr.r.1","Yes",66,89.2,82.5,74,6,7.5
"cr.r.1","Missing/NA",6,NA,7.5,74,6,7.5
"cr.r.2","Unclear",4,5.9,5,68,12,15
"cr.r.2","Yes",64,94.1,80,68,12,15
"cr.r.2","Missing/NA",12,NA,15,68,12,15
"cr.r.3","No",12,17.6,15,68,12,15
"cr.r.3","Unclear",44,64.7,55,68,12,15
"cr.r.3","Yes",12,17.6,15,68,12,15
"cr.r.3","Missing/NA",12,NA,15,68,12,15
"cr.r.1.1","Apache 2.0",1,1.3,1.2,78,2,2.5
"cr.r.1.1","BSD 2Clause License",1,1.3,1.2,78,2,2.5
"cr.r.1.1","CC BY 4.0",49,62.8,61.3,78,2,2.5
"cr.r.1.1","CC0",4,5.1,5,78,2,2.5
"cr.r.1.1","GNU General Public License v3.0",5,6.4,6.2,78,2,2.5
"cr.r.1.1","MIT",5,6.4,6.2,78,2,2.5
"cr.r.1.1","Not Specified",13,16.7,16.2,78,2,2.5
"cr.r.1.1","Missing/NA",2,NA,2.5,78,2,2.5
"dr.1","No",8,10,10,80,0,0
"dr.1","Partial, some data cannot be accessed",3,3.8,3.8,80,0,0
"dr.1","Yes",69,86.2,86.2,80,0,0
"dr.1.2","Other, please specify",7,63.6,8.8,11,69,86.2
"dr.1.2","Unethical due to privacy concerns",2,18.2,2.5,11,69,86.2
"dr.1.2","Unethical due to privacy concerns,Other, please specify",2,18.2,2.5,11,69,86.2
"dr.1.2","Missing/NA",69,NA,86.2,11,69,86.2
"dr.2","No",67,83.8,83.8,80,0,0
"dr.2","Yes",13,16.2,16.2,80,0,0
"dr.f.1","No",2,2.8,2.5,72,8,10
"dr.f.1","Unclear",2,2.8,2.5,72,8,10
"dr.f.1","Yes",68,94.4,85,72,8,10
"dr.f.1","Missing/NA",8,NA,10,72,8,10
"dr.f.2","No",2,2.8,2.5,72,8,10
"dr.f.2","Unclear",1,1.4,1.2,72,8,10
"dr.f.2","Yes",69,95.8,86.2,72,8,10
"dr.f.2","Missing/NA",8,NA,10,72,8,10
"dr.f.3","No",5,38.5,6.2,13,67,83.8
"dr.f.3","Unclear",1,7.7,1.2,13,67,83.8
"dr.f.3","Yes",7,53.8,8.8,13,67,83.8
"dr.f.3","Missing/NA",67,NA,83.8,13,67,83.8
"dr.a.1","Yes",13,100,16.2,13,67,83.8
"dr.a.1","Missing/NA",67,NA,83.8,13,67,83.8
"dr.a.2","No",54,84.4,67.5,64,16,20
"dr.a.2","Unclear",8,12.5,10,64,16,20
"dr.a.2","Yes",2,3.1,2.5,64,16,20
"dr.a.2","Missing/NA",16,NA,20,64,16,20
"dr.i.1","No",3,23.1,3.8,13,67,83.8
"dr.i.1","Yes",10,76.9,12.5,13,67,83.8
"dr.i.1","Missing/NA",67,NA,83.8,13,67,83.8
"dr.i.2","No",7,53.8,8.8,13,67,83.8
"dr.i.2","Unclear",1,7.7,1.2,13,67,83.8
"dr.i.2","Yes",5,38.5,6.2,13,67,83.8
"dr.i.2","Missing/NA",67,NA,83.8,13,67,83.8
"dr.r.1","No",51,71.8,63.7,71,9,11.2
"dr.r.1","Unclear",17,23.9,21.2,71,9,11.2
"dr.r.1","Yes",3,4.2,3.8,71,9,11.2
"dr.r.1","Missing/NA",9,NA,11.2,71,9,11.2
"dr.r.2","No",4,5.6,5,71,9,11.2
"dr.r.2","Unclear",3,4.2,3.8,71,9,11.2
"dr.r.2","Yes",64,90.1,80,71,9,11.2
"dr.r.2","Missing/NA",9,NA,11.2,71,9,11.2
"dr.r.3","No",66,91.7,82.5,72,8,10
"dr.r.3","Unclear",3,4.2,3.8,72,8,10
"dr.r.3","Yes",3,4.2,3.8,72,8,10
"dr.r.3","Missing/NA",8,NA,10,72,8,10
"pre.post","post-policy",80,100,100,80,0,0
"year_after_policy","2",80,100,100,80,0,0
"reproducibility_rating","0",16,20,20,80,0,0
"reproducibility_rating","1",53,66.2,66.2,80,0,0
"reproducibility_rating","2",2,2.5,2.5,80,0,0
"reproducibility_rating","3",2,2.5,2.5,80,0,0
"reproducibility_rating","4",7,8.8,8.8,80,0,0
