"Variable","Response","Count","Percent_of_Valid","Percent_of_Total","N_Valid","N_Missing","Percent_Missing"
"id","100",1,1.1,1.1,93,0,0
"id","101",1,1.1,1.1,93,0,0
"id","102",1,1.1,1.1,93,0,0
"id","103",1,1.1,1.1,93,0,0
"id","104",1,1.1,1.1,93,0,0
"id","105",1,1.1,1.1,93,0,0
"id","107",1,1.1,1.1,93,0,0
"id","108",1,1.1,1.1,93,0,0
"id","109",1,1.1,1.1,93,0,0
"id","110",1,1.1,1.1,93,0,0
"id","111",1,1.1,1.1,93,0,0
"id","112",1,1.1,1.1,93,0,0
"id","113",1,1.1,1.1,93,0,0
"id","114",1,1.1,1.1,93,0,0
"id","115",1,1.1,1.1,93,0,0
"id","116",1,1.1,1.1,93,0,0
"id","117",1,1.1,1.1,93,0,0
"id","118",1,1.1,1.1,93,0,0
"id","119",1,1.1,1.1,93,0,0
"id","120",1,1.1,1.1,93,0,0
"id","121",1,1.1,1.1,93,0,0
"id","122",1,1.1,1.1,93,0,0
"id","123",1,1.1,1.1,93,0,0
"id","124",1,1.1,1.1,93,0,0
"id","125",1,1.1,1.1,93,0,0
"id","126",1,1.1,1.1,93,0,0
"id","127",1,1.1,1.1,93,0,0
"id","128",1,1.1,1.1,93,0,0
"id","129",1,1.1,1.1,93,0,0
"id","130",1,1.1,1.1,93,0,0
"id","131",1,1.1,1.1,93,0,0
"id","132",1,1.1,1.1,93,0,0
"d_filter","No",2,2.2,2.2,93,0,0
"d_filter","Yes",91,97.8,97.8,93,0,0
"d_synth","No",13,14,14,93,0,0
"d_synth","Yes",80,86,86,93,0,0
"c_filter","Yes",93,100,100,93,0,0
"cr.1","No",1,1.1,1.1,93,0,0
"cr.1","Partial, some code cannot be accessed",5,5.4,5.4,93,0,0
"cr.1","Yes",87,93.5,93.5,93,0,0
"cr.1.1","Archive",1,1.1,1.1,91,2,2.2
"cr.1.1","Comses",1,1.1,1.1,91,2,2.2
"cr.1.1","Figshare",63,69.2,67.7,91,2,2.2
"cr.1.1","Gifshare",1,1.1,1.1,91,2,2.2
"cr.1.1","GitHub",19,20.9,20.4,91,2,2.2
"cr.1.1","Science data bank",1,1.1,1.1,91,2,2.2
"cr.1.1","Science web",1,1.1,1.1,91,2,2.2
"cr.1.1","Zenodo",4,4.4,4.3,91,2,2.2
"cr.1.1","Missing/NA",2,NA,2.2,91,2,2.2
"cr.4","No",6,7.5,6.5,80,13,14
"cr.4","No,Unclear, specify why",1,1.2,1.1,80,13,14
"cr.4","Unclear, specify why",21,26.2,22.6,80,13,14
"cr.4","Yes",52,65,55.9,80,13,14
"cr.4","Missing/NA",13,NA,14,80,13,14
"cr.f.1","No",3,3.3,3.2,92,1,1.1
"cr.f.1","Yes",89,96.7,95.7,92,1,1.1
"cr.f.1","Missing/NA",1,NA,1.1,92,1,1.1
"cr.f.2","No",36,39.1,38.7,92,1,1.1
"cr.f.2","Yes",56,60.9,60.2,92,1,1.1
"cr.f.2","Missing/NA",1,NA,1.1,92,1,1.1
"cr.a.1","No",2,2.2,2.2,91,2,2.2
"cr.a.1","Unclear",4,4.4,4.3,91,2,2.2
"cr.a.1","Yes",85,93.4,91.4,91,2,2.2
"cr.a.1","Missing/NA",2,NA,2.2,91,2,2.2
"cr.a.2","No",3,3.3,3.2,92,1,1.1
"cr.a.2","Yes",89,96.7,95.7,92,1,1.1
"cr.a.2","Missing/NA",1,NA,1.1,92,1,1.1
"cr.i.1","No",7,7.7,7.5,91,2,2.2
"cr.i.1","Unclear",2,2.2,2.2,91,2,2.2
"cr.i.1","Yes",82,90.1,88.2,91,2,2.2
"cr.i.1","Missing/NA",2,NA,2.2,91,2,2.2
"cr.i.2","No",33,36.3,35.5,91,2,2.2
"cr.i.2","Yes",58,63.7,62.4,91,2,2.2
"cr.i.2","Missing/NA",2,NA,2.2,91,2,2.2
"cr.i.3","No",59,64.8,63.4,91,2,2.2
"cr.i.3","Unclear",5,5.5,5.4,91,2,2.2
"cr.i.3","Yes",27,29.7,29,91,2,2.2
"cr.i.3","Missing/NA",2,NA,2.2,91,2,2.2
"cr.i.4","No",89,96.7,95.7,92,1,1.1
"cr.i.4","Unclear",2,2.2,2.2,92,1,1.1
"cr.i.4","Yes",1,1.1,1.1,92,1,1.1
"cr.i.4","Missing/NA",1,NA,1.1,92,1,1.1
"cr.r.1","No",8,8.7,8.6,92,1,1.1
"cr.r.1","Unclear",3,3.3,3.2,92,1,1.1
"cr.r.1","Yes",81,88,87.1,92,1,1.1
"cr.r.1","Missing/NA",1,NA,1.1,92,1,1.1
"cr.r.2","No",2,2.2,2.2,91,2,2.2
"cr.r.2","Unclear",6,6.6,6.5,91,2,2.2
"cr.r.2","Yes",83,91.2,89.2,91,2,2.2
"cr.r.2","Missing/NA",2,NA,2.2,91,2,2.2
"cr.r.3","No",14,15.7,15.1,89,4,4.3
"cr.r.3","Unclear",53,59.6,57,89,4,4.3
"cr.r.3","Yes",22,24.7,23.7,89,4,4.3
"cr.r.3","Missing/NA",4,NA,4.3,89,4,4.3
"cr.r.1.1","Apache 2.0",1,1.1,1.1,92,1,1.1
"cr.r.1.1","BSD 3 Clause ""NEW"" OR "" REVISED License",1,1.1,1.1,92,1,1.1
"cr.r.1.1","CC BY 4.0",67,72.8,72,92,1,1.1
"cr.r.1.1","CC0",2,2.2,2.2,92,1,1.1
"cr.r.1.1","GNU General Public License v3.0",4,4.3,4.3,92,1,1.1
"cr.r.1.1","MIT",6,6.5,6.5,92,1,1.1
"cr.r.1.1","Not Specified",10,10.9,10.8,92,1,1.1
"cr.r.1.1","Not Specified ",1,1.1,1.1,92,1,1.1
"cr.r.1.1","Missing/NA",1,NA,1.1,92,1,1.1
"dr.1","No",2,2.2,2.2,91,2,2.2
"dr.1","Partial, some data cannot be accessed",3,3.3,3.2,91,2,2.2
"dr.1","Yes",86,94.5,92.5,91,2,2.2
"dr.1","Missing/NA",2,NA,2.2,91,2,2.2
"dr.1.2","No reason was provided",1,20,1.1,5,88,94.6
"dr.1.2","Other, please specify",2,40,2.2,5,88,94.6
"dr.1.2","Unethical due to privacy concerns",2,40,2.2,5,88,94.6
"dr.1.2","Missing/NA",88,NA,94.6,5,88,94.6
"dr.2","No",20,22,21.5,91,2,2.2
"dr.2","Yes",71,78,76.3,91,2,2.2
"dr.2","Missing/NA",2,NA,2.2,91,2,2.2
"dr.f.1","No",3,3.4,3.2,89,4,4.3
"dr.f.1","Yes",86,96.6,92.5,89,4,4.3
"dr.f.1","Missing/NA",4,NA,4.3,89,4,4.3
"dr.f.2","No",40,44.9,43,89,4,4.3
"dr.f.2","Unclear",1,1.1,1.1,89,4,4.3
"dr.f.2","Yes",48,53.9,51.6,89,4,4.3
"dr.f.2","Missing/NA",4,NA,4.3,89,4,4.3
"dr.f.3","No",12,17.1,12.9,70,23,24.7
"dr.f.3","Unclear",6,8.6,6.5,70,23,24.7
"dr.f.3","Yes",52,74.3,55.9,70,23,24.7
"dr.f.3","Missing/NA",23,NA,24.7,70,23,24.7
"dr.a.1","Unclear",1,1.4,1.1,71,22,23.7
"dr.a.1","Yes",70,98.6,75.3,71,22,23.7
"dr.a.1","Missing/NA",22,NA,23.7,71,22,23.7
"dr.a.2","No",62,78.5,66.7,79,14,15.1
"dr.a.2","Unclear",11,13.9,11.8,79,14,15.1
"dr.a.2","Yes",6,7.6,6.5,79,14,15.1
"dr.a.2","Missing/NA",14,NA,15.1,79,14,15.1
"dr.i.1","No",3,4.3,3.2,70,23,24.7
"dr.i.1","Yes",67,95.7,72,70,23,24.7
"dr.i.1","Missing/NA",23,NA,24.7,70,23,24.7
"dr.i.2","No",13,18.6,14,70,23,24.7
"dr.i.2","Unclear",6,8.6,6.5,70,23,24.7
"dr.i.2","Yes",51,72.9,54.8,70,23,24.7
"dr.i.2","Missing/NA",23,NA,24.7,70,23,24.7
"dr.r.1","No",63,70.8,67.7,89,4,4.3
"dr.r.1","Unclear",9,10.1,9.7,89,4,4.3
"dr.r.1","Yes",17,19.1,18.3,89,4,4.3
"dr.r.1","Missing/NA",4,NA,4.3,89,4,4.3
"dr.r.2","No",14,15.9,15.1,88,5,5.4
"dr.r.2","Unclear",4,4.5,4.3,88,5,5.4
"dr.r.2","Yes",70,79.5,75.3,88,5,5.4
"dr.r.2","Missing/NA",5,NA,5.4,88,5,5.4
"dr.r.3","No",75,85.2,80.6,88,5,5.4
"dr.r.3","Unclear",3,3.4,3.2,88,5,5.4
"dr.r.3","Yes",10,11.4,10.8,88,5,5.4
"dr.r.3","Missing/NA",5,NA,5.4,88,5,5.4
"pre.post","post-policy",93,100,100,93,0,0
"year_after_policy","4",93,100,100,93,0,0
"reproducibility_rating","0",10,10.8,10.8,93,0,0
"reproducibility_rating","1",13,14,14,93,0,0
"reproducibility_rating","2",20,21.5,21.5,93,0,0
"reproducibility_rating","3",1,1.1,1.1,93,0,0
"reproducibility_rating","4",49,52.7,52.7,93,0,0
